snomed_id_1	snomed_label_1	snomed_id_2	snomed_label_2	rater_A	rater_B	rater_C	rater_D	rater_E	mean_rating	CUI_1	CUI_2
75591007	Fracture of fibula	208393000	Fracture of metacarpal bone	1.0	0.0	1.0			0.6666666666666666	C0149699	C0272677
160654005	Willing to be donor	161139007	Language spoken	1.0		0.0	0.0		0.3333333333333333	C0425262	C0424919
195394007	Phlebitis and thrombophlebitis	161536006	H/O: jaundice	0.0		0.0	0.0		0.0	C1367972	C0455551
399029005	Tinea cruris	13600006	Folliculitis	2.0	0.0			1.0	1.0	C1384589	C0016436
208145002	Fracture or disruption of pelvis	9468002	Closed fracture of carpal bone		1.0		1.0	0.0	0.6666666666666666	C0435802	C0009044
160377001	Family history of asthma	297242006	Family history of ischaemic heart disease	0.0	1.0	0.0			0.3333333333333333	C1261327	C1313980
162062008	No vomiting	818601000000109	Education about missed dose of oral contraceptive			0.0	0.0	0.0	0.0	C0375548	
160377001	Family history of asthma	160357008	FH: Hypertension	1.0	1.0			0.0	0.6666666666666666	C1261327	C0455405
170707004	Fit frequency	407585000	Seizure free > 12 months	2.0	2.0	3.0			2.333333333333333	C0149775	C1319919
240475000	Herpes simplex infection of skin	86094006	Chronic rhinitis			0.0	0.0	0.0	0.0	C0349719	C0008711
390792008	Target international normalised ratio	199711000000104	Annual warfarin assessment	3.0	2.0			3.0	2.6666666666666665	C1272307	
60862001	Tinnitus	56713002	Dysfunction of eustachian tube	2.0	1.0			2.0	1.6666666666666667	C0040264	C0271468
1000971000000107	Urea and electrolytes level	999691000000104	Serum bilirubin level	1.0	1.0			0.0	0.6666666666666666		
397881000	Diverticular disease	12063002	Rectal haemorrhage			2.0	2.0	2.0	2.0	C4317009	C0267596
247373008	Ankle pain	44465007	Sprain of ankle		3.0		2.0	3.0	2.6666666666666665	C0238656	C0160087
198609003	Complication of pregnancy, childbirth and/or the puerperium	169811007	Birth detail	3.0	1.0			2.0	2.0	C0178292	C0005603
265062002	Dilation of cervix uteri and curettage of products of conception from uterus	16607004	Missed miscarriage	2.0		0.0	2.0		1.3333333333333333	C0404064	C0000814
999691000000104	Serum bilirubin level	113075003	Creatinine measurement, serum	1.0	1.0	1.0			1.0		C0201976
85848002	Corneal abrasion	75229002	Hyphaema		3.0		1.0	2.0	2.0	C0010032	C0020581
31975004	Fracture of scaphoid bone of wrist	58150001	Fracture of clavicle	1.0	2.0	0.0			1.0	C0272654	C0159658
340911000000109	Asthma trigger - pollen	340901000000107	Asthma trigger - exercise	1.0	0.0	3.0			1.3333333333333333		
17741008	Acute tonsillitis	271399003	Temperature symptoms	3.0	2.0			2.0	2.333333333333333	C0001361	C0424747
48880000	Postcoital bleeding	860311000000100	Day of menstrual cycle		1.0		1.0	1.0	1.0	C0156406	
32644009	Braxton Hicks contractions	162260006	Dizziness present	1.0		0.0	0.0		0.3333333333333333	C0233187	C0427112
53772007	Vitreous detachment	4210003	Ocular hypertension	2.0	1.0			1.0	1.3333333333333333	C0042907	C0028840
391002003	Number of falls in last year	16490003	Anorectal continence	1.0		0.0	1.0		0.6666666666666666	C1272151	C1290944
59282003	Pulmonary embolism	312342009	Infective pneumonia	1.0		1.0	1.0		1.0	C0034065	C0729704
32644009	Braxton Hicks contractions	267039000	Swollen ankle region	1.0		0.0	0.0		0.3333333333333333	C0233187	C0235439
391095006	H/O: fracture	161586000	H/O: injury	2.0	1.0			1.0	1.3333333333333333	C1272071	C0455586
42030000	Disorder of the genitourinary system	68226007	Acute cystitis	2.0	2.0	3.0			2.333333333333333	C0080276	C0149523
165287001	Memory: present place known	165295002	Memory: present month not knwn	2.0		3.0	2.0		2.333333333333333	C0423952	C0423959
160250007	No family history of malignancy	20430005	Heterosexual			0.0	0.0	0.0	0.0	C0455676	C1527360
127365008	Gravida 2	74036000	Pregnancy detection examination	1.0	1.0			2.0	1.3333333333333333	C0232997	C0032976
391125004	Medical Research Council Dyspnoea scale grade 4	414087000	Emergency chronic obstructive pulmonary disease admission since last appointment			3.0	2.0	2.0	2.333333333333333	C1271938	C1532295
943161000000107	Disorder of adult personality AND/OR behaviour	314550003	H/O: deliberate self harm	2.0	2.0	2.0			2.0		C1277575
79890006	Loss of appetite	14302001	Amenorrhoea			0.0	2.0	2.0	1.3333333333333333	C1971624	C0002453
6497000	Decreased body mass index	268556000	Urine screening for glucose	1.0	0.0	0.0			0.3333333333333333	C0231255	C1456823
5935008	Oral contraception	384634009	Postnatal maternal examination			0.0	0.0	2.0	0.6666666666666666	C0029151	C0587037
715051000000108	Hypertension screening administration	183063000	Low salt diet education			3.0	2.0	1.0	2.0		C0418846
698065002	Acid reflux	235595009	Gastrooesophageal reflux disease		3.0		3.0	3.0	3.0	C4317146	C0017168
31541009	Sarcoidosis	30746006	Lymphadenopathy	1.0		2.0	2.0		1.6666666666666667	C0036202	C0497156
63440008	Verruca plantaris	6020002	Tinea pedis	1.0	2.0			1.0	1.3333333333333333	C0042548	C0040259
161966006	No palpitations	416855002	FH: Diabetes mellitus in first degree relative	0.0		0.0	0.0		0.0	C0425596	C1562166
247472004	Weal	267105001	C/O: itching	2.0	2.0			2.0	2.0	C0221232	C0436563
736806006	Education for contraceptive sheath	243876005	Screening status			0.0	1.0	1.0	0.6666666666666666	C4544605	C0421330
313102001	Family history of neoplasm of breast	271397001	Menstrual data		0.0		0.0	1.0	0.3333333333333333	C0455356	C0425928
104934005	Sodium measurement, serum	1028091000000102	GGT (gamma-glutamyl transferase) level		1.0		0.0	0.0	0.3333333333333333	C0523891	
163433006	On examination - general breast examination	313207002	Menopause education			0.0	1.0	0.0	0.3333333333333333	C0437087	C0730546
170780004	Thyroid disease monitoring	170549007	Chronic disease monitoring	3.0	1.0			1.0	1.6666666666666667	C0419886	C0419814
384634009	Postnatal maternal examination	150811000119101	Contraception care education done		1.0		0.0	0.0	0.3333333333333333	C0587037	C3839373
165281000	Memory: own age known	165293009	Memory: own DOB known	2.0	2.0	3.0			2.333333333333333	C0423946	C0423957
44057004	Conductive hearing loss	11543004	Otosclerosis	2.0	2.0			2.0	2.0	C0018777	C0029899
42063007	Sign or symptom of the urinary system	18973006	Uterovaginal prolapse	2.0	1.0			2.0	1.6666666666666667	C0278028	C0156353
162116003	Increased frequency of urination	314940005	Suspected UTI (urinary tract infection)	2.0	2.0	2.0			2.0	C0042023	C1277624
34000006	Crohn's disease	32861005	Erythema nodosum	2.0		2.0	2.0		2.0	C0010346	C0014743
53430007	Pain of breast	7079009	Nonpuerperal abscess of breast	3.0	3.0	2.0			2.6666666666666665	C0024902	C0269246
247451000000105	History of road traffic accident	51037009	Fracture of patella		1.0		1.0	1.0	1.0		C0159849
400097005	Ingrowing nail	265698006	Removal of nail plate			2.0	2.0	1.0	1.6666666666666667	C0027343	C0191722
162104009	Diarrhoea not present	872221000000109	No history of deep vein thrombosis			0.0	0.0	0.0	0.0	C0474498	
81639003	Closed fracture of nasal bones	31975004	Fracture of scaphoid bone of wrist			1.0	1.0	0.0	0.6666666666666666	C0159322	C0272654
21719001	Allergic rhinitis due to pollen	81418003	Nummular eczema			0.0	0.0	1.0	0.3333333333333333	C0018621	C0085656
48023004	Breast self-examination technique education	161713000	Last menstrual period -1st day	0.0		0.0	0.0		0.0	C0204966	C0425933
162116003	Increased frequency of urination	103391001	Urgent	3.0	2.0	2.0			2.333333333333333	C0042023	C0439609
254671003	Infection of sebaceous cyst	162410003	C/O: a swelling	2.0		1.0	2.0		1.6666666666666667	C0345989	C0436559
7674000	Trochanteric bursitis	56557000	Fibrositis		1.0		1.0	1.0	1.0	C0151451	C0016053
171074006	Requires protection against malaria	314957009	Fit to go on holiday	1.0		1.0	2.0		1.3333333333333333	C0580963	C1277338
171250001	Urine screening normal	24623002	Screening mammography	0.0		0.0	0.0		0.0	C0438141	C0203028
418043000	Advice given	22253000	Pain	1.0		0.0	0.0		0.3333333333333333	C0680001	C0030193
162218007	Stress-related problem	272026007	C/O - somnolence			1.0	2.0	1.0	1.3333333333333333	C0347920	C0439023
162673000	General examination of patient	170836005	Allergic disorder monitoring	0.0	0.0	0.0			0.0	C0436117	C0419916
160273004	No FH: Hypertension	275106000	No FH: Angina			2.0	1.0	1.0	1.3333333333333333	C0455348	C0559114
272033007	Deafness symptom	162275003	No visual symptom	1.0		1.0	1.0		1.0	C0439029	C0422942
111566002	Acquired hypothyroidism	201819000	Degenerative joint disease involving multiple joints	1.0	0.0	0.0			0.3333333333333333	C0700502	C1384584
2622007	Infected ulcer of skin	19824006	Infection of skin and/or subcutaneous tissue	3.0		2.0	2.0		2.333333333333333	C0406519	C0037278
163133003	Abdomen examined - NAD	272044004	C/O - vomiting	1.0	1.0	1.0			1.0	C0438122	C0439039
449826002	Phimosis	249256004	Tight frenulum of foreskin	2.0	2.0			1.0	1.6666666666666667	C0031538	C0426341
389145006	Allergic asthma	21719001	Allergic rhinitis due to pollen	1.0	2.0			2.0	1.6666666666666667	C0155877	C0018621
266894000	FH: Cardiovascular disease	33879002	Active immunisation	0.0		0.0	0.0		0.0	C0455404	C0205991
125604000	Injury of foot	269100000	Fracture of one or more tarsal and metatarsal bones			2.0	3.0	2.0	2.333333333333333	C0149697	C1963546
21983002	Hashimoto thyroiditis	61037007	Colloid goitre		1.0		2.0	1.0	1.3333333333333333	C0677607	C0221268
30994003	Glucose measurement, urine	1030631000000106	Urine protein test		1.0		2.0	1.0	1.3333333333333333	C0004076	
73125001	Empyema of gallbladder	235919008	Gallstone	2.0	1.0	2.0			1.6666666666666667	C0014012	C0947622
185263007	Seen in geriatric clinic	162806009	O/E - general eye examination			0.0	0.0	0.0	0.0	C0559990	C0436651
203639008	Idiopathic scoliosis	203638000	Kyphoscoliosis and scoliosis	1.0		3.0	2.0		2.0	C0595995	C0022820
185265000	Seen in emergency clinic	128870005	Crusted scabies	1.0		0.0	0.0		0.3333333333333333	C0559992	C0028425
444385008	Willing to be donor of heart	160657003	Willing to be donor of cornea			2.0	2.0	0.0	1.3333333333333333	C2732382	C0425266
35240004	Iron deficiency	190633005	Folic acid deficiency		3.0		1.0	0.0	1.3333333333333333	C0240066	C0016412
265062002	Dilation of cervix uteri and curettage of products of conception from uterus	275425008	Retained products after miscarriage			2.0	2.0	2.0	2.0	C0404064	C0000810
300980002	Normocytic anaemia	72892002	Normal pregnancy	1.0	0.0	1.0			0.6666666666666666	C0085577	C0232989
473328006	Does not complain of erectile dysfunction	754121000000107	Type II diabetic dietary review	2.0	1.0			0.0	1.0	C3532798	
417322008	Cardiovascular disease annual review	166721000000102	Joint British Societies cardiovascular disease risk ten percent to twenty percent over next ten years	1.0		3.0	2.0		2.0	C1562068	
49808004	Old-age	161465002	H/O: dementia	2.0	1.0			2.0	1.6666666666666667	C1999167	C0455499
366979004	Depressed mood	48694002	Anxiety	2.0	1.0	3.0			2.0	C0344315	C0003467
17293009	Bilateral segmental vasectomy and ligation	176548009	Standard circumcision			0.0	1.0	0.0	0.3333333333333333	C0403289	C0403328
401160008	Smoking cessation programme start date	160625004	Date ceased smoking			3.0	2.0	2.0	2.333333333333333	C1303138	C0586982
268556000	Urine screening for glucose	171109003	Screening - NAD			0.0	1.0	1.0	0.6666666666666666	C1456823	C0421339
68478007	Central retinal vein occlusion	95722004	Bilateral cataracts		1.0		1.0	0.0	0.6666666666666666	C0154841	C0521707
135879003	H/O: dislocated shoulder	269105005	Dislocation or subluxation of shoulder		3.0		2.0	0.0	1.6666666666666667	C1277292	
84757009	Epilepsy	54200006	Tonic-clonic seizure		2.0		2.0	3.0	2.333333333333333	C0014544	C0494475
82297005	Congestion of nasal sinus	272034001	C/O nasal congestion		3.0		2.0	3.0	2.6666666666666665	C0152029	C0439030
45177002	Swelling of structure of eye	194005002	Orbital cellulitis		3.0		2.0	2.0	2.333333333333333	C0270996	C0149507
172043006	Simple mastectomy	372064008	Malignant neoplasm of female breast		3.0		2.0	2.0	2.333333333333333	C0024886	C0235653
401049002	Communication skills	298345007	Does not fall	0.0		0.0	0.0		0.0	C0870313	C0575123
247796005	Loss of capacity for enjoyment	314938000	Poor sleep pattern	1.0		2.0	2.0		1.6666666666666667	C0178417	C1277595
161925006	Productive cough-yellow sputum	723245007	Number of chronic obstructive pulmonary disease exacerbations in past year	1.0	2.0			1.0	1.3333333333333333	C0425506	C1532394
366979004	Depressed mood	1086661000000108	Reactive depression, prolonged single episode	3.0	2.0	2.0			2.333333333333333	C0344315	
160271002	No family history of stroke and/or transient ischaemic attack	266919005	Never smoked tobacco	1.0	1.0			1.0	1.0	C0455347	C0425293
165233007	Bladder: occasional accident	163154005	O/E - false teeth	0.0		0.0	0.0		0.0	C0429961	C0436880
262971000	Tendon injury - hand	210560004	Open wound of hand, excluding finger(s)			2.0	2.0	2.0	2.0	C0434301	C0555294
161466001	H/O: alcoholism	161467005	H/O: drug dependency		2.0		2.0	2.0	2.0	C0455500	C0455501
312342009	Infective pneumonia	12295008	Bronchiectasis		2.0		2.0	1.0	1.6666666666666667	C0729704	C0006267
38102005	Cholecystectomy	8613002	Operation on appendix	1.0		0.0	1.0		0.6666666666666666	C0008320	C0192819
118212000	Parity finding	200144004	Deliveries by caesarean		2.0		1.0	2.0	1.6666666666666667	C0030563	C1384674
65323003	Polymyalgia rheumatica	387800004	Cervical spondylosis	1.0		2.0	1.0		1.3333333333333333	C0032533	C1384641
171012002	Pre-pregnancy education	386804004	Disorder of menstruation		0.0		0.0	1.0	0.3333333333333333	C0474171	C0025345
163498004	O/E - gravid uterus size	163542001	O/E - fetal heart heard	1.0	1.0			0.0	0.6666666666666666	C0437135	C0437185
386639001	Termination of pregnancy	20475008	Bilateral endoscopic occlusion of fallopian tubes			2.0	0.0	1.0	1.0	C0392535	C0195535
267062003	Genitourinary symptoms	272047006	C/O - loin pain	1.0	2.0	1.0			1.3333333333333333	C0426317	C0439040
31822004	Urethritis	240542006	Condyloma acuminatum of the anogenital region			1.0	1.0	1.0	1.0	C0041976	C0009663
183125006	Ear fitting hearing aid	164226003	O/E - wax in auditory canal		1.0		1.0	2.0	1.3333333333333333	C0419307	C0437678
398032003	Loose stool	21522001	Abdominal pain			2.0	2.0	1.0	1.6666666666666667	C2129214	C0000737
81765008	No pain	102835006	Difficulty passing urine	2.0		0.0	2.0		1.3333333333333333	C0234225	C0241705
43077002	Cyst of epididymis	386152007	Hydrocele			2.0	1.0	3.0	2.0	C0037859	C1720771
243065005	Vasectomy education	156329007	Seborrhoeic dermatitis of scalp	0.0		0.0	0.0		0.0	C0474174	C0221244
297242006	Family history of ischaemic heart disease	42284007	BCG vaccination		0.0		0.0	0.0	0.0	C1313980	C0199804
91175000	Seizure	84757009	Epilepsy			3.0	2.0	3.0	2.6666666666666665	C0036572	C0014544
31975004	Fracture of scaphoid bone of wrist	12676007	Fracture of radius	2.0	2.0			0.0	1.3333333333333333	C0272654	C0034628
303864007	Endoscopic partial meniscectomy of knee	239411005	Diagnostic arthroscopy of joint	1.0		2.0	2.0		1.6666666666666667	C0554529	C0407864
225706007	Interpersonal relationship finding	162314006	Harmful thoughts	1.0		1.0	1.0		1.0	C0558233	C0438698
13910004	Combined anteroposterior colporrhaphy	265056007	Vaginal hysterectomy	2.0	1.0			3.0	2.0	C0195232	C0020700
53772007	Vitreous detachment	161676006	H/O: artificial eye lens			2.0	1.0	1.0	1.3333333333333333	C0042907	C0455651
60845006	Dyspnoea on exertion	161932002	Morning cough	1.0	1.0			2.0	1.3333333333333333	C0231807	C0240351
267073005	Suicidal	247650009	Planning suicide	2.0		3.0	2.0		2.333333333333333	C0438696	C0424001
77176002	Smoker	160593006	Alcohol intake within recommended sensible limits			1.0	1.0	1.0	1.0	C0337664	C0560220
394703002	Chronic obstructive pulmonary disease annual review	401118009	Hypertension annual review	1.0		1.0	0.0		0.6666666666666666	C1273972	C1303118
16331000	Heartburn	72934000	Candidiasis of vagina	0.0	0.0	0.0			0.0	C0018834	C0006852
526921000000102	Contraceptive advice for patients with epilepsy	407585000	Seizure free > 12 months		2.0		2.0	3.0	2.333333333333333		C1319919
306171000000106	Fragility fracture	23406007	Fracture of upper limb	1.0	2.0			1.0	1.3333333333333333		C0178316
298345007	Does not fall	386807006	Memory impairment			1.0	1.0	0.0	0.6666666666666666	C0575123	C0233794
92691004	Carcinoma in situ of prostate	363346000	Malignant neoplastic disease			2.0	2.0	2.0	2.0	C0154088	C0006826
170932006	Chronic disease - care arrangement	938911000000100	At risk of acute kidney injury			1.0	1.0	1.0	1.0	C0421317	
71620000	Fracture of femur	312342009	Infective pneumonia	1.0	0.0			0.0	0.3333333333333333	C0015802	C0729704
275108004	FH: Stomach cancer	313102001	Family history of neoplasm of breast	2.0		2.0	2.0		2.0	C0559116	C0455356
160476009	Social / personal history observable	443288003	Lifestyle education regarding diet	3.0	1.0			1.0	1.6666666666666667	C0424945	C2733440
128045006	Cellulitis	92506005	Biventricular congestive heart failure	0.0	0.0			1.0	0.3333333333333333	C0007642	C0685095
60667009	Closed fracture of rib	31892009	Haemothorax	2.0	2.0			2.0	2.0	C0435750	C0019123
444378009	Willing to be donor of pancreas	160657003	Willing to be donor of cornea		1.0		2.0	0.0	1.0	C2732874	C0425266
417163006	Traumatic AND/OR non-traumatic injury	262971000	Tendon injury - hand			2.0	3.0	3.0	2.6666666666666665	C3263722	C0434301
170951000	Menopause symptoms present	76742009	Postmenopausal bleeding	1.0		2.0	1.0		1.3333333333333333	C0421314	C0032776
23260002	Fibroadenosis of breast	7079009	Nonpuerperal abscess of breast	2.0		2.0	2.0		2.0	C1305875	C0269246
275105001	Smoker in the family	390901002	Negotiated date for cessation of smoking			1.0	1.0	1.0	1.0	C0554998	C1272228
17709002	Bleeding oesophageal varices	420054005	Alcoholic cirrhosis	1.0	2.0	3.0			2.0	C0155789	C0023891
248960000	Cycle -menstrual - data	315604002	Missed contraceptive pill	2.0	2.0			2.0	2.0	C0425931	C1277586
315604002	Missed contraceptive pill	700146008	No history of malignant tumour of breast		0.0		0.0	1.0	0.3333333333333333	C1277586	C3839165
266887003	FH: Raised blood lipids	313102001	Family history of neoplasm of breast		0.0		0.0	1.0	0.3333333333333333	C0455369	C0455356
1022581000000105	Lymphocyte count	1022431000000105	Haemoglobin estimation	1.0	1.0			0.0	0.6666666666666666		
62315008	Diarrhoea	307496006	Diverticulitis	2.0		2.0	2.0		2.0	C0011991	C0012813
56317004	Alopecia	68225006	Alopecia areata			3.0	3.0	3.0	3.0	C0002170	C0002171
79883001	Cyst of ovary	129103003	Endometriosis (clinical)		2.0		1.0	0.0	1.0	C0029927	C0014175
363449006	Malignant tumour of testis	443677002	Seminoma - category	3.0	2.0	3.0			2.6666666666666665	C0153594	C2732597
1261007	Fracture of multiple ribs	16632002	Haemopneumothorax		3.0		2.0	3.0	2.6666666666666665	C0272567	C0019077
1012681000000101	Blood sodium level	1000971000000107	Urea and electrolytes level			2.0	2.0	3.0	2.333333333333333		
201041000000104	Asthma trigger - seasonal	754061000000100	Asthma review using Royal College of Physicians three questions	1.0	1.0			1.0	1.0		
116028008	Salpingo-oophorectomy	236886002	Hysterectomy	1.0		2.0	2.0		1.6666666666666667	C0036132	C0020699
399029005	Tinea cruris	703938007	Inflammatory dermatosis	1.0	2.0	1.0			1.3333333333333333	C1384589	C3875321
267969005	Spondylosis and allied disorders	312894000	Osteopenia	2.0	1.0	2.0			1.6666666666666667	C0158240	C0029453
162053006	Suprapubic pain	103391001	Urgent	2.0		3.0	2.0		2.333333333333333	C0241310	C0439609
33879002	Active immunisation	161611007	H/O: non-drug allergy		0.0		0.0	0.0	0.0	C0205991	C0455606
271399003	Temperature symptoms	82991003	Generalised aches and pains	0.0	1.0			0.0	0.3333333333333333	C0424747	C0281856
129103003	Endometriosis (clinical)	45248009	Isosexual virilisation	2.0	0.0			1.0	1.0	C0014175	C0271609
194437008	Disorders of initiating and maintaining sleep	416909000	Impaired psychomotor performance		1.0		0.0	2.0	1.0	C0021603	C2364297
249181000000100	Dementia annual review	26929004	Alzheimer's disease	2.0	2.0	2.0			2.0		C0002395
399114005	Adhesive capsulitis of shoulder	198436008	Menopausal flushing	0.0	0.0	0.0			0.0	C0311223	C0600142
162271007	Felt faint	3006004	Disturbance of consciousness	2.0		3.0	2.0		2.333333333333333	C0581879	C0234428
58532003	Unwanted pregnancy	236880008	Curettage of uterus and endometrial sampling			2.0	0.0	0.0	0.6666666666666666	C0032995	C0404058
414941008	Onychomycosis	418043000	Advice given	1.0	0.0			0.0	0.3333333333333333	C0040261	C0680001
204878001	Undescended testicle	396232000	Inguinal hernia			1.0	1.0	2.0	1.3333333333333333	C0010417	C0019294
22220005	Genuine stress incontinence	281046009	Bladder incontinence assessment		2.0		2.0	1.0	1.6666666666666667	C0042025	C0429958
192723002	Post hepatitis B vaccination encephalitis	9741000000105	FP73 immunisation claim form			0.0	1.0	1.0	0.6666666666666666	C0393479	
77971008	Iridocyclitis	31541009	Sarcoidosis	2.0	1.0			1.0	1.3333333333333333	C0022073	C0036202
416855002	FH: Diabetes mellitus in first degree relative	161869003	Not tired		0.0		1.0	0.0	0.3333333333333333	C1562166	C0424583
171054004	Pregnancy diet education	171056002	Pregnancy exercise education		1.0		2.0	1.0	1.3333333333333333	C0418867	C0418869
804001000000109	Congenital amblyopia	53772007	Vitreous detachment	1.0	1.0			1.0	1.0		C0042907
30989003	Knee pain	90834002	Pain in limb	1.0		1.0	2.0		1.3333333333333333	C0231749	C0030196
26158002	Uterine inertia	268952006	O/E - fetal presentation		0.0		0.0	0.0	0.0	C0042135	C0437147
191616006	Recurrent depression	231499006	Endogenous depression first episode	1.0	1.0	3.0			1.6666666666666667	C0221480	C0338895
268475008	Outcome of delivery	309469004	Spontaneous vertex delivery	2.0		2.0	1.0		1.6666666666666667	C0554814	C0677662
11512006	Normal sexual function	699092002	Spirometric lung age			0.0	0.0	0.0	0.0	C2712178	C3697327
23260002	Fibroadenosis of breast	89164003	Breast lump	2.0		3.0	2.0		2.333333333333333	C1305875	C0024103
248721000000108	Chronic kidney disease monitoring	134377004	Atrial fibrillation monitoring		1.0		0.0	0.0	0.3333333333333333		C1276351
68226007	Acute cystitis	300471006	Finding of frequency of urination	3.0	2.0	2.0			2.333333333333333	C0149523	C0042023
21134002	Disability	269716005	Accident caused by machinery	3.0	1.0	2.0			2.0	C0231170	C0261712
160693001	Mobility poor	288579009	Difficulty communicating	1.0	1.0			1.0	1.0	C0425258	C0566003
104485008	Albumin measurement, serum	1012671000000103	Blood potassium level	1.0	2.0			1.0	1.3333333333333333	C0523465	
391125004	Medical Research Council Dyspnoea scale grade 4	161923004	Productive cough -clear sputum	1.0	2.0	2.0			1.6666666666666667	C1271938	C0425505
62315008	Diarrhoea	12463005	Infectious gastroenteritis	2.0	2.0	3.0			2.333333333333333	C0011991	C0277525
162567005	Family aware of diagnosis	473316003	Relative aware of prognosis	2.0		3.0	2.0		2.333333333333333	C0581130	C3532786
398254007	Pre-eclampsia	275169009	Simpson's forceps delivery		1.0		1.0	1.0	1.0	C0032914	C0559181
165286005	Memory: present place not known	185273009	Seen in homoeopathy clinic	0.0	0.0	0.0			0.0	C0423951	C0560000
441839001	Education about folic acid in first trimester	171054004	Pregnancy diet education	3.0	2.0			3.0	2.6666666666666665	C2711079	C0418867
386467004	Safe sex education	386468009	Sexuality education	2.0		3.0	3.0		2.6666666666666665	C0150384	C0036879
122548005	Biopsy of breast	23260002	Fibroadenosis of breast	1.0	3.0			2.0	2.0	C0405352	C1305875
161923004	Productive cough -clear sputum	313297008	Moderate chronic obstructive pulmonary disease	1.0	2.0	2.0			1.6666666666666667	C0425505	C0730605
10601006	Pain in lower limb	300954003	Pain in calf	3.0	2.0			2.0	2.333333333333333	C0023222	C0236040
267024001	Abnormal weight loss	26079004	Tremor			0.0	0.0	1.0	0.3333333333333333	C0936227	C0040822
243880000	Consent status for immunisations	420848008	Antimalarial prophylaxis			1.0	1.0	0.0	0.6666666666666666	C0421372	C0199244
217082002	Accidental fall	49808004	Old-age			3.0	1.0	1.0	1.6666666666666667	C0000921	C1999167
410200000	Weight control education	401201003	Cigarette pack-years	0.0	1.0	1.0			0.6666666666666666	C1444340	C1303175
71642004	Fracture of skull	20022000	Hemiparesis	1.0		2.0	1.0		1.3333333333333333	C0037304	C0018989
739677000	Spouse deceased	162340000	Hearing difficulty		0.0		0.0	0.0	0.0	C2019034	C1313969
62914000	Cerebrovascular disease	88032003	Amaurosis fugax		3.0		2.0	3.0	2.6666666666666665	C0007820	C0149793
216313004	Place of occurrence of accident or poisoning, home	81405006	Open wound of upper limb	0.0	1.0			0.0	0.3333333333333333	C0431261	C0178322
161714006	Estimated date of delivery	366321006	Gravida - finding	1.0		2.0	1.0		1.3333333333333333	C2825543	C0600457
2904007	Male infertility	51070004	Varicocele			2.0	1.0	1.0	1.3333333333333333	C0021364	C0042341
165292004	Memory: own DOB not known	165286005	Memory: present place not known			3.0	2.0	1.0	2.0	C0423938	C0423951
200147006	Caesarean section - pregnancy at term	34842007	Antepartum haemorrhage	2.0	3.0			1.0	2.0	C0475520	C0269608
125594001	Injury of shoulder region	417076003	Dislocation of shoulder joint	3.0	1.0			2.0	2.0	C0149776	C0037005
88151007	Keratoconjunctivitis	41446000	Blepharitis	2.0	3.0			1.0	2.0	C0022573	C0005741
55310007	Mucous polyp of cervix	161788002	H/O: postmenopausal bleeding	2.0	1.0			2.0	1.6666666666666667	C0026725	C0438055
38907003	Varicella	36653000	Rubella	1.0	0.0	2.0			1.0	C0008049	C0035920
21522001	Abdominal pain	422400008	Vomiting	2.0	2.0	2.0			2.0	C0000737	C0042963
340891000000106	Asthma trigger - airborne dust	201191000000108	Asthma trigger - cold air			3.0	2.0	1.0	2.0		
28743005	Productive cough	723245007	Number of chronic obstructive pulmonary disease exacerbations in past year	2.0	2.0	3.0			2.333333333333333	C0239134	C1532394
129078005	Dependent in toilet	129043005	Dependent for bathing		2.0		2.0	1.0	1.6666666666666667	C0429973	C0429986
161656000	H/O: regular medication	185351004	Administrative reason for encounter	1.0	1.0			0.0	0.6666666666666666	C0455633	C0422304
424525001	Antenatal care	161714006	Estimated date of delivery			2.0	2.0	2.0	2.0	C0033052	C2825543
422181004	Antibiotic prophylaxis	48724000	Mitral valve regurgitation			0.0	1.0	0.0	0.3333333333333333	C0282638	C0026266
78459008	Double incontinence	450476008	Not for cardiopulmonary resuscitation	0.0	0.0			0.0	0.0	C0401155	C3472262
274407009	Intrauterine device check	161773007	H/O: IUCD usage			3.0	2.0	3.0	2.6666666666666665	C0559236	C0438047
170600009	Stroke monitoring	248711000000102	Dementia monitoring		0.0		1.0	0.0	0.3333333333333333	C0451605	
447139008	Closed fracture of tibia	42818005	Closed fracture of scaphoid bone of wrist	1.0		0.0	1.0		0.6666666666666666	C0159870	C0435644
185271006	Seen in breast clinic	282332003	No abnormality detected - examination result		2.0		1.0	0.0	1.0	C0559998	C0560217
87557004	Urge incontinence of urine	249288007	Incomplete emptying of bladder			2.0	2.0	2.0	2.0	C0150045	C0344365
161445009	H/O: diabetes mellitus	275543009	H/O: vertigo			1.0	0.0	0.0	0.3333333333333333	C0455488	C0559156
52702003	Chronic fatigue syndrome	51771007	Postviral fatigue syndrome	2.0	2.0	2.0			2.0	C0015674	C0015674
1261007	Fracture of multiple ribs	31892009	Haemothorax		3.0		2.0	3.0	2.6666666666666665	C0272567	C0019123
93163002	Lipoma (clinical)	202855006	Lateral epicondylitis		0.0		0.0	0.0	0.0	C0023798	C0039516
391123006	Medical Research Council Dyspnoea scale grade 2	161925006	Productive cough-yellow sputum	2.0	2.0			1.0	1.6666666666666667	C1271936	C0425506
390840006	Next appointment	279231000000108	Anticoagulation monitoring in primary care	1.0	1.0			2.0	1.3333333333333333	C1272171	
